id,artista,link,titulo,letra
67,Anitta,https://www.vagalume.com.br/anitta/que-rabao-with-yg-and-kevin-o-chris-feat-mr-catra-and-papatinho.html,Que Rabão (with YG and Kevin o Chris feat. Mr. Catra and Papatinho),"Tô apaixonado (Jura?)(Papatinho!)Que rabo, que rabãoQue rabo, ai que rabão (Vai sentando)Que rabo, que rabãoQue rabo, ai que rabão (Vai sentando)Joga na minha cara mutcho loca, que bellezaJá que eu tô gostosa, cosa linda, que princesaRebolei delícia, ui! Tô acesaEu sou sua rainha, mas gosto de safadezaHoje eu tô doida pra seduzirNem vem de papo, não tô a fimE nem comecei e tu já tá assimEscuta o Catra e olha pra mimQue rabo, ai que rabãoNem comecei e tu já tá assimQue rabo, ai que rabãoEscuta o Catra е olha pra mimJá que tá bonito, fui e vou até o fimMas 'cê pode dеixar comigo que hoje eu mando aquiGostei (É?)Joga na minha cara, vai (Já)(Vai, vai, vai) Vai sentando(Vai, vai, vai) Vai sentando(Vai, vai, vai) Vai sentando(Vai) Vai sentandoFuck it up, fuck it up, fuck it up, ayPop it, shake it, shake it, pop itRide this dick, KawasakiPull up in a La FerrariAss shaking, it's a partyHeads, shoulders, knees and toesBuss it down, bring it lowAss, ass, ass, assAll I see, that's all I knowAy, fuck it up, fuck it up, fuck it up, heyHead down and I feed her, heyThat pussy good, I fuck around and payI like what I like, I'm stuck in my waysFuck what a nigga from around my wayYou ain't got think 'bout a nigga my ageWhen they heard Dre called me nowJoga na minha cara, vai(Vai, vai, vai) Vai sentando(Vai, vai, vai) Vai sentando(Vai, vai, vai) Vai sentando(Vai) Vai sentandoPara, empina, joga o cabeloDeslizandoRebolando daquele jeitoQue eu tô gostandoPara, empina, joga o cabeloDeslizandoRebolando daquele jeitoQue eu tô gostandoAnitta, AnittaLike Snoop Dogg, it's glad to meet yaDinner date, glad to treat yaHave it your way and have the VisaLook how you walk, look how you talkLook how everybody stalk, stalkYou the topic of the talk, talkYou make it pop, pop offHoje eu tô doida pra seduzirNem vem de papo, não tô afimE nem comecei e tu já tá assimEscuta o Catra e olha pra mimQue rabo, ai que rabãoNem comecei e tu já tá assimQue rabo, ai que rabãoEscuta o Catra e olha pra mimJá que tá bonito, fui e vou até o fimMas 'cê pode deixar comigo que hoje eu mando aquiGostei (É?)Joga na minha cara, vai (Já)Para, empina, joga o cabeloDeslizandoRebolando daquele jeitoQue eu tô gostandoPara, empina, joga o cabeloDeslizandoRebolando daquele jeitoJoga na minha cara, vai (Já)Para, empina, joga o cabeloDeslizandoRebolando daquele jeitoQue rabo, ai que rabãoPara, empina, joga o cabeloDeslizandoRebolando daquele jeito (Papatinho!)Que eu tô gostando"
68,Anitta,https://www.vagalume.com.br/anitta/gata-feat-chencho-corleone.html,Gata (Feat. Chencho Corleone),"Lo que yo quiero, una-una gataLo que tú ere' es una-una gataPara darle uba-uba-uba-uba guataUba, nato-guataUna, una, dale, nato-guataUna, una guba, nato-guataDale ub—, lo que yo quiero es una gataYo soy esa gataBaila, baila como caminaCamina como bailaY te aniquila' con su' nalga'Ay-ay-ah, ay-ay-ay-ay-ahBaila, pero ella no baila sola'Tá buena y no se enamoraY cuando ella mueve la colaAy-ay-ah, ay-ay-ay-ay-ahMujere' soltera', bailando se pone más buenaUba-uba-guata, ella e' una gataUba-uba-guata, baila y se arrebataUba-uba-guata, y ese culo mataAy-ay-ah, ay-ay-ay-ay-ahSi la mira' a ellaQuieren salir pa' la disco a bailarQuiere saciar y mira mami en el VIPNo puedo mirar, miеntra' pa' fumarMarihuana, viene pa'cáMe dicе: ""hola"" y se me doblaCon su poderosa, mi cabeza velaPorque ella guaya como follaCon el humo ebolla' y la mente dañá'Una mujer en acción cuando le ponen reggaetónBailamos y sube la acciónQue le pongan dembow, vamo' verla abajo bien lowMira como mata con flow (Ya)Mujere' soltera', bailando se pone más buenaUba-uba-guata, ella e' una gataUba-uba-guata, baila y se arrebataUba-uba-guata, y ese culo mataAy-ay-ah, ay-ay-ay-ay-ahBaila, baila como caminaCamina como baila (Baila)Y te aniquila' con su' nalga'Ay-ay-ah, ay-ay-ay-ay-ahBaila, pero ella no baila sola'Tá buena y no se enamora (Enamora)Y cuando ella mueve la colaAy-ay-ah, ay-ay-ay-ay-ahMujeres soltera', bailando se pone más buenaLunyElla e' una gataBaila y se arrebataY ese culo mataPara darle, un, dos, tres, daleGata, gata, gata, ey, ey, eyGata e', toda' la' mujere' gata' e'Moviendo ese booty cómo e'Quieren que la' pongan al réve'Ey, ey, ey, daleGarota (Ah) , se nota (MM)Ni para, rebota (Ah)¿Tú sabe' quién? (¿Quién?) , AnittaLa evita porque el culo rebotaCintura chiquita, mamacitaSe la ve' por detrá', mamasotaSe arrebata porque e' una gataEy, ey, eyGata, ey, yeahUba-uba-guata (Vai)Uba-uba-guata (Vai)Uba-uba-guata (Vai)Uba-uba-guataEh, yeahGata(Gata vai)"
69,Anitta,https://www.vagalume.com.br/anitta/id-rather-have-sex.html,I'd Rather Have Sex,"Oh la-la-laOh la-ta-taOh la-la-laOh la-ta-taWe can go right, we can go leftStay up all night in an argument, nahI'd rather have sex, yeahRather have, yeah, yeahIf we gon' flex, might as well flexWork that (Uhm) 'til that all make sense, yeahI'd rather have sex, yeahRather have, yeah, yeahI'd rather have, yeahI'd rather have, yeahI'd rather have sexWouldn't you? Wouldn't you? YeahI'd rather have sexWouldn't you? Wouldn't you? YeahIt's warm in this waterBack stroke, do the honorsMake it yours, push it furtherPut it right where I wannaWe can fight (We can fight)But I don't wanna (But I don't wanna)Clothes are boringLet me take it off for ya (La-la-la-la)Come overCome and touch my bodyEvery part of meI wanna feel you on me (Ah-ha-ha)Touch meApologies are stupidBeggars can still be choosersI want it, so let's do this (Let's do this)We can go right, we can go leftStay up all night in an argument, nahI'd rather have sex, yeahRather have, yeah, yeahIf we gon' flex, might as well flexWork that (Uhm) 'til that all make sense, yeahI'd rather have sex, yeahRather have, yeah, yeahI'd rather have, yeahI'd rather have, yeahI'd rather have sexWouldn't you? Wouldn't you? YeahI'd rather have sexWouldn't you? Wouldn't you? YeahWouldn't you? Wouldn't you?Wanna jump in the pool?Take a sip of the kool-aidWouldn't you? Wouldn't you?Instead of wasting your timeSaying things that you don't mean, yeahShow me how you love me, yeahOne, two, three, foreplay, yeahOne, two, three, foreplay, yeahCome overCome and touch my bodyEvery part of meI wanna feel you on me (Ah-ha-ha)Touch meApologies are stupidBeggars can still be choosersI want it, so let's do thisWe can go right, we can go leftStay up all night in an argument, nahI'd rather have sex, yeahRather have, yeah, yeahIf we gon' flex, might as well flexWork that (Uhm) 'til that all make sense, yeahI'd rather have sex, yeahRather have, yeah, yeahI'd rather have, yeahI'd rather have, yeahI'd rather have sexWouldn't you? Wouldn't you? YeahI'd rather have sexWouldn't you? Wouldn't you? Yeah"
70,Anitta,https://www.vagalume.com.br/anitta/versions-of-me.html,Versions of Me,"All these versions of meLocked you out the bedroomI told you ""Never come back""And you said I smashed the windowIt wasn't me, it was a maniacAnd someone broke into your car in the night, yeahSlashed the tire, left a letter up on the dashIt read, ""I'm sorryI get that I'm always bitter and sweet""Baby, it was an insomniacBaby, I swear you'll stayThen I'm nowhere to be foundWhen you wake upPromise you no more painBut maybe we should break upI-I-I'm over the topDon't really care if you li-like it or notI'm in your mindAnd you're caught up in my dramaYou want all these versions of me?All these versions of meI went and bought a white dressI thought it would be funny to freak you outAnd I promised you foreverAnd you fall for the liesIt's weird, why do you like being traumatized?Baby, I swear you'll stayThen I'm nowhere to be foundWhen you wake upPromise you no more painBut maybe we should break upI-I-I'm over the topDon't really care if you li-like it or notI'm in your mindAnd you're caught up in my dramaYou want all these versions of me?All these versions of meI-I-I'm a whole lotDon't really care if you li-like it or notYou're terrifiedAnd you're caught up in my dramaYou want all these versions of me?All these versions of me (Oh, oh)All these versions of me (Oh)All these versions of me (Oh)All these versions of meYou want all these versions of me?All these versions of meAll these versions of meI-I-I'm over the top (Over the top, yeah)Don't really care if you li-like it or not (Oh, oh, oh)I'm in your mindAnd you're caught up in my dramaYou want all these versions of me?All these versions of me (Oh, oh, oh)I-I-I'm a whole lotDon't really care if you li-like it or not(No, I don't care)You're terrifiedAnd you're caught up in my dramaYou want all these versions of me?All these versions of me (Oh, oh)"
71,Anitta,https://www.vagalume.com.br/anitta/jingle-dia-das-maes.html,Jingle Dia Das Mães,"Nasce um dia tão lindo quanto você,É a musa do meu viverMinha mãe minha vida é você,Troca comigo vira meu bebêVou te cuidar, te abraçar,Pra poder te demonstrarTudo o que eu, tenho á dar,Obrigada por me amarParabéns, hoje é seu dia (2x)Minha mãe dona da minha alegria,Agradeço, ter você na minha vidaMinha guerreira, hoje, todo dia !Parabéns, hoje é seu diaMinha mãe dona da minha alegria,Agradeço, ter você na minha vidaMinha guerreira,Hoje, todo dia !"
72,Anitta,https://www.vagalume.com.br/anitta/boys-dont-cry.html,Boys Don't Cry,"Sometimes I call you when I can't sleepAloneNow you keep asking me what that meansOh noIn your feelingsI can feel it your in your feelingsYou won't admit it butThat's why I push you away from meCause I know I knowIt drives you crazyTry to tame meBut nobody's taking control all over meOoh baby baby you be talking toughBut you boys, can't get enoughWhen the girls don't need your loveWho says boys don't cryOoh baby baby you just outta touchCause you, boys can't get enoughWhen the girls don't need your loveWho says boys don't crySometimes you call me when you're too drunkOh GodThen you start telling me I'm the oneI'm notIn your feelingsI can feel it your in your feelingsYou won't admit it butI thought that we was just having funCause I know I knowIt drives you crazyTry to tame meBut nobody's taking control all over meOoh baby baby you be talking toughBut you, boys can't get enoughWhen the girls don't need your loveWho says boys don't cryOoh baby baby you just outta touchCause you, boys can't get enoughWhen the girls don't need your loveWho says boys don't cryWho says they don't cryWho says they don't cryWho says They don't cryWho says boys don't cry"
73,Anitta,https://www.vagalume.com.br/anitta/meiga-e-abusada.html,Meiga e Abusada,"Eu, posso conquistar tudo que eu queroMas, foi tão fácil pra te controlarCom, jeito de menina brincalhonaA fórmula perfeita pra poder te comandarPensou, que eu fosse cair mesmo nesse papo?Que, tá solteiro e agora quer pararEu, finjo, vou fazendo meu teatroE te faço, de palhaço, pra te dominarTá fazendo tudo que eu mandoAchando que logo vai me terMas no fundo eu só tô brincando com vocêPoderosa, eu sou quase um anjoHipnose, já ganhei vocêNesse jogo vamos ver quem é que vai vencerToda produzida,Te deixo quenteMeiga e abusada faço você se perderE quem foi que disse que eu estava apaixonada por você?Eu só quero saberLinda e perfumada,Na tua menteFaz o que quiser comigo na imaginaçãoHomem do teu tipo eu uso, mas se chega lá eu digo nãoEu, posso conquistar tudo que eu queroMas, foi tão fácil pra te controlarCom, jeito de menina brincalhonaA fórmula perfeita pra poder te comandarPensou, que eu fosse cair mesmo nesse papo?Que, tá solteiro e agora quer pararEu, finjo, vou fazendo meu teatroE te faço, de palhaço, pra te dominarTá fazendo tudo que eu mandoAchando que logo vai me terMas no fundo eu só tô brincando com vocêPoderosa, eu sou quase um anjoHipnose, já ganhei vocêNesse jogo vamos ver quem é que vai vencerToda produzida,Te deixo quenteMeiga e abusada faço você se perderE quem foi que disse que eu estava apaixonada por você?Eu só quero saberLinda e perfumada,Na tua menteFaz o que quiser comigo na imaginaçãoHomem do teu tipo eu uso, mas se chega lá eu digo não (Eu sempre digo não)Toda produzida,Te deixo quenteMeiga e abusada faço você se perderE quem foi que disse que eu estava apaixonada por você?Eu só quero saberLinda e perfumada,Na tua menteFaz o que quiser comigo na imaginaçãoHomem do teu tipo eu uso, mas se chega lá eu digo não."
74,Anitta,https://www.vagalume.com.br/anitta/me-gusta-feat-cardi-b-myke-towers.html,Me Gusta (Feat. Cardi B & Myke Towers)																		,"AnittaA mí me gustaEvery time you look at me, that wayA mí gustaAll the dirty things you need, every dayEn cada detalle que te hago, y que me haces bienIt's what I like ya ya yaIt's just what I likeA mí me gustan las mujeresWhen they shake their ya ya yaA mí gusta when they wantThey go and get it, ya ya yaA mí me guu, a mí me guuA mí me gusCardi BLa Cardi! He like to eat the cake like its my b day!Y to lo dia es mi cumpleanos!Boy I like it rough don't take it easy!Gangsta, yeah I like it in the bandoMe gustan lo macho y que coman cucaQue haciendo el amor me jale la pelucaEl me dijo que le facina mi bundaA mi me gusta el dinero no te confundaI like girls that kiss on girlsEso me pone on fya yah!I like workingI like murking all my haters yah yah yah!Yo tengo el sazon de una afro latinaY muevo mi cintura como shakiraLa Cardi y Anitta, two fly mamacitasBad bitches me gustan toditas!A mí me gustan las mujeresWhen they shake their ya ya yaA mí gusta when they wantThey go and get it, ya ya yaA mí me guu, a mí me guuA mí me gus... traLa Cardi y Anitta, two fly mamacitasMyke towersPonte creativaTodas las mujeres son hermosasPero las más que me gusta, son latinasElla no es lesbianaPero a veces escondida, a su amiga se la tiraAl ritmo de la música ella mueve las caderasSe me pone hiperactivaHace las cosas y no la pillanHemos hecho de todo, de todo he podidoY que forma y que cómoYo todo. todas esa sucierias, las volvería hacerElla es mi alma gemela, los dos somos adictos al sexA mí me gustan las mujeresWhen they shake their ya ya yaA mí gusta when they wantThey go and get it, ya ya yaA mí me guu, a mí me guuA mí me gus... tra"
75,Anitta,https://www.vagalume.com.br/anitta/show-das-poderosas.html,Show Das Poderosas,"Prepara que agora é a horaDo show das poderosasQue descem e rebolamAfrontam as fogosasSó as que incomodamExpulsam as invejosasQue ficam de cara quando tocaPreparaSe não tá mais a vontade sai por onde entreiQuando começo a dançar eu te enlouqueço, eu seiMeu exército é pesado a gente tem poderAmeaça coisas do tipo vocêVaiSolta o som que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção a toaPerde a linha fica loucaSolta o som que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção a toaPerde a linha fica loucaPrepara que agora é a horaDo show das poderosasQue descem e rebolamAfrontam as fogosasSó as que incomodamExpulsam as invejosasQue ficam de cara quando tocaPreparaSe não tá mais a vontadeSai por onde entreiQuando começo a dançarEu te enlouqueço, eu seiMeu exército é pesadoA gente tem poderAmeaça coisas do tipo vocêVaiSolta o som que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção a toaPerde a linhaFica loucaSolta o som que é pra me ver dançandoAté você vai ficar babandoPara o baile pra me ver dançandoChama atenção a toaPerde a linhaFica loucaFica loucaFica loucaPrepara!"
76,Anitta,https://www.vagalume.com.br/anitta/bang.html,Bang,"Vem na maldade, com vontadeChega encosta em mimHoje eu quero e você sabeQue eu gosto assimBang (bang) dei meu tiro certo em vocêDeixa que eu faço acontecerTem que ser assim pra me acompanharpra chegarEntão vem, não sou de fazer muita pressãoMas não vou ficar na tua mãoSe você quiser não pode vacilardemorarE pra te dominarVirar tua cabeçaEu vou continuarte provocandoE pra escandalizarDar a volta por cimaNão vou parar, até te verpirandoVem na maldade, com vontadeChega encosta em mimHoje eu quero e você sabeque eu gosto assimBang (bang) dei meu tiro certo em vocêDeixa que eu faço acontecerTem que ser assim pra me acompanharpra chegarEntão vem, não sou de fazer muita pressãoMas não vou ficar na tua mãoSe você quiser não pode vacilardemorarE pra te dominarVirar tua cabeçaEu vou continuarte provocandoE pra escandalizarDar a volta por cimaNão vou parar, até te verpirandoVem na maldade, com vontadeChega encosta em mimHoje eu quero e você sabeque eu gosto assimE pra te dominarVirar tua cabeçaEu vou continuarte provocandoE pra escandalizardar a volta por cimaNão vou parar, até te verpirandoVem na maldade com vontadeChega encosta em mimHoje eu quero e você sabeque eu gosto assim."
77,Anitta,https://www.vagalume.com.br/anitta/veneno.html,Veneno,Que quede clarosi tú te portas bienyo te lo voy a darcomo nunca te lo han dadoNo te equivoques...Cuida el terrenono sabes en lo que te estás metiéndouna vez que tu siembres en otro suelo...Porque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegocuidao que te quemoPorque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegoTen cuidao que te quemoQue pienses más en mide lo que pienso en tiTratas de mantenerte en el juegoy te dejo seguir...Aún no tienes claroque soy la que controlapero dale vamosPaso a paso que me va elevando el calortu pantalón va guayandoY ya te tengo pensandoPorque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegocuidao que te quemoPorque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegoTen cuidao que te quemoQue quede clarosi tú te portas bienyo te lo voy a darcomo nunca te lo han dadoNo te equivoques...Cuida el terrenono sabes en lo que te estás metiéndouna vez que tu siembres en otro suelo...Porque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegocuidao que te quemoPorque yo soy tu venenoControlando tu cuerpoTú me das lo que quieroSoy tu venenoEstás jugando con fuegoTen cuiado que te quemo
78,Anitta,https://www.vagalume.com.br/anitta/ur-baby-feat-khalid.html,Ur Baby (Feat. Khalid),"I don't know why you gotta be like you don't want it, yeahYou know that I can give you what you want, yeahSo put your name in it, I wanna scream it outJust come and get it I know what you wantRight here with me (Yeah, yeah)Yeah, I'm feeling what you're sayin'Thought in your body languageI'm swerving to your lanesOkay, 'cause you like dangerI see it all in your eyesSomething I know you just can't hideI got what you need for the night right here with meIf I could be your babyIf you could be my babyIf I could be your babyOnly you can make meIf I could be your babyIf you could be my babyIf I could be your babyOnly you can make me, yeahBe thе bossShow me how you do your jobPay that costShow me how you work for yoursI'll be hеreNever said I'm going nowhereAh, oh, right here with meYeah, known you for a minute and I'm holding you downYou know how it is, every time I come aroundAin't nobody seein' what I see in yaIf I'm speedin' while I'm in it gotta keep it upWhen I'm pullin' up you gotta leave your phone on silentI like what we doin' when we do it in privateI just wanna be the one you wanna confide in, yeahYou're my babyIf I could be your babyIf you could be my babyIf I could be your babyOnly you can make meIf I could be your baby (Yeah)If you could be my baby (Your baby)If I could be your baby (Yeah)Only you can make me, yeahAye, yeahMm"
79,Anitta,https://www.vagalume.com.br/anitta/menina-ma.html,Menina Má,"Me olha e deseja que eu vejaMas já digo: ""não vai rolar!""Agora é tarde pra você querer me ganharRebolo te olhoMas eu não quero mais ficarEu admito que acho graça em ver você babarVem, se deixa renderVou como sereia naufragar vocêSatisfaço o meu prazerTe provocar e deixar você quererAgora eu vou me vingar: menina máVou provocar, vou descer vou instigarMe pede beijo, desejoNão vou beijarPode sonhar!Sou uma menina má"
80,Anitta,https://www.vagalume.com.br/anitta/onda-diferente-com-ludmilla-papatinho-e-snoop-dogg.html,"Onda Diferente (com Ludmilla, Papatinho e Snoop Dogg)","A noite está cada vez melhorAs minhas pernas já já vão dar um nóO meu sangue já ferveuA minha onda já bateuEntão então então sai, sai, sai da minha frenteSai, sai, sai da minha frenteHoje eu vou dar trabalho numa onda diferenteHoje eu vou dar trabalho numa onda diferenteEntão sai, sai, sai da minha frenteSai, sai, sai da minha frenteHoje eu vou dar trabalho numa onda diferenteHoje eu vou dar trabalho numa onda diferenteBateu!Boom, boom, balançou, boom, boomBateu!Boom, boom, balançou, boom, boomBateu, fudeu, bateu, fudeuBateu, fudeu, bateu, fudeu, bateuAnitta, AnittaSo glad to meet ya!I'm big Snoop DoggAnd I'll be the featureBorn and Breed in the LbcAll about that DpgGin and juice, chronic weedC'mon girl, put that thing on meIf I was you and you was meWould you do what I'm 'bout to do?Hell yeah! Do it to 'em, uncle Snoop!Take flight, make lifeLook just like the videoYou lookin' so pretty, yoTake me to your city, yoBring a bunch of girlsAin't no need for no fellasI paid them boys a visitWhen I slid through the favelasSmoke it up, burn it upLight it up, pour it upG's up, hoes downBack it up, now turn it up (Turn it up)Então sai, sai, sai da minha frenteSai, sai, sai da minha frenteHoje eu vou dar trabalho numa onda diferenteHoje eu vou dar trabalho numa onda diferenteEntão sai, sai, sai da minha frenteSai, sai, sai da minha frenteHoje eu vou dar trabalho numa onda diferenteHoje eu vou dar trabalho numa onda diferenteBateu!Boom, boom, balançou, boom, boomBateu!Boom, boom, balançou, boom, boomBateu, fudeu, bateu, fudeuBateu, fudeu, bateu, fudeu, bateuCaraca, tô locona!"
81,Anitta,https://www.vagalume.com.br/anitta/girl-from-rio.html,Girl From Rio,"Hot girls where I'm fromWe don't look like modelsTan lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (yeah yeah yeah)Let me tell you about a different RioThe one I'm frombut not the one that you knowThe one you meet when you don't have no RealBaby It's my love affairIt's my love affair yeahJust found out I have another brotherSame daddy but a different motherThis was something that I always wantedBaby it's a love affairIt's a love affair yeahOh woahI got itI got itI got itI got itIt runs in my blood ohlove itI love itI love itI love itYou already knowA dime a dozenI'm luckyI'm luckyI'm luckyI knowIt's my love affairHot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)Hot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)Honorio Gurgel foreverBabies having babies like it doesn't matterYea the streets have raised me I'm FavelaBaby It's my love affairIt's my love affair yeahI just had to leave another loverCus he couldn't handle my personaCus I'm cold like winterhot like summerBaby it's my love affairIt's my love affairOh woahI got itI got itI got itI got itIt runs in my blood ohlove itI love itI love itI love itYou already knowA dime a dozenI'm luckyI'm luckyI'm luckyI knowIt's my love affairHot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)Hot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)Hot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)Hot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (With the girl from Rio)(Vai malandra gringo canta todo mundo canta)"
82,Anitta,https://www.vagalume.com.br/anitta/maria-elegante-feat-afro-b.html,Maria Elegante (Feat. Afro B),"Hm, yeahThe best soundAh, ahOh, yeahOh, no, noPull up looking very elegante (Elegante)With that baby and the booty giganteShe know that I be coming muy picanteSee the shine, I get diamanteShe tell me say she whining, put it on me (On you)I tell her, see I never leave her lonely (On me)My baby looking very elegante, ah-hmmCruising, two doorIf he want more, I spend more (Ah)Tell me your name before you go homeBaby, let me knowMaría-ría, cuándo vas a ser mía?María-ría, love it when you dance on me, yeahMaría-ría, cuándo vas a ser mía?María-ría, love it when you dance on me, yeahBaila, baila, bailaI love it when you whine it, whine it, whine itI put you in designer-signer-signerBaby, come and whine it, baila, bailaBaila, baila, bailaI love it when you whine it, whine it, whine itI put you in designer-signer-signerBaby, come and whine it, whine it, whine it, ahSaid you want a freaky, freaky girlSee, I be here when you need me, easy babyFeel me like I feel la musicaSee me, how I dance for you, dance for youI might have to up the ante-ante-anteBailando, la diamante-manteSoy caliente y picante-anteShow me, can you handle me like you say you can?Cruising (Cruising) , two door (Two door)Si want more (I want more) , I spend moreTell me your name before you go homeBaby, let me knowMaría-ría (María-ría) , cuándo vas a ser mía?María-ría (María-ría) , love it when you dance on me, yeahMaría-ría (María-ría) , cuándo vas a ser mía?María-ría (María-ría) , love it when you dance on me, yeahBaila, baila, bailaI love it when you whine it, whine it, whine itI put you in designer-signer-signerBaby, come and baila, baila, bailaBaila, baila, bailaI love it when you whine it, whine it, whine itI put you in designer-signer-signerBaby, come and whine it, whine it, whine itMaría-ría, yeah, yeah, yeahMaría-ría, yeah, yeah, yeahMaría-ría, yeah, yeah, yeahMaría-ría, yeah, yeah, yeah"
83,Anitta,https://www.vagalume.com.br/anitta/eu-vou-ficar.html,Eu Vou Ficar,"Um love legal,um par idealPor que você não quis me dar valor?Pra dar um final,espalhar pra geral,o mole acabou uouEu vou ficar...é só um pente..O mole acabou uou..(refrão)Eu vou ficar,eu vou trairVocê merece mais do que me fez sofrerVou me acabar,vou viver, zoarVou te esquecer até o amanhecerEu já cansei de ouvir você dizer,é só um pente,não tem romanceTudo bem não te falei pra mim não era um lance,era mais importanteUm love legal,um par idealPor que você não quis me dar valor?Pra dar um final,espalhar pra geralO mole acabou uou(refrão)2xEu já cansei de ouvir você dizer,é só um pente,não tem romanceTudo bem não te falei pra mim não era um lance,era mais importanteUm love legal,um par idealPor que você não quis me dar valor?Pra dar um final,espalhar pra geralO mole acabou uou(refrão)2x"
84,Anitta,https://www.vagalume.com.br/anitta/love-you.html,Love You,"Lipstick stain in the waterSix sad sips from the wineWasted on occasion with the lights on and I face itDoes the fact that I'm yours and you're mineI don't wanna sing sad songs foreverI don't want to, but maybe I mightI tried to erase him, to replace himI forgave him and he's back right to my arms tonightThe sun will always go down (Ooh, ooh, ooh)The sky will always be blue (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love you (Ooh, ooh, ooh)Love you (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love youLove the taste of all the bitchesSeven sad sips of the wineWasted on occasion and the cry says I'm amazing'Cause I leave and you remain here in my mindI don't wanna sing sad songs foreverI don't want to, but maybe I mightI tried to erase him, to replace himI forgave him and he's back right to my arms tonightThe sun will always go down (Ooh, ooh, ooh)The sky will always be blue (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love you (Ooh, ooh, ooh)Love you (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love youAnd I cried so many timesTo find the peace of mindLove me in the hurryOn my ownThe sun will always go down (Ooh, ooh, ooh)The sky will always be blue (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love you (Ooh, ooh, ooh)Love you (Ooh, ooh, ooh)And, and as hard as I pray to change itAs much as I hate to say thisI, I, I, I will always love you"
85,Anitta,https://www.vagalume.com.br/anitta/faking-love-feat-saweetie.html,Faking Love (feat. Saweetie),"You tell me you're leaving todayYou're packing your bags up for goodI'm not gonna stand in your wayBaby, I'd cry if I could, butI keep faking loveI keep faking love with youI been faking loveI been faking love, it's trueNow we breaking upNow we breaking up, boo-hooBut I been faking loveI been faking love with youBoy, byeThought I was a fool, nice tryNeed a invoice for my timeYou done killed my vibeThinkin' I'm a ride or dieMatter a fact, click-clack, byeThey know why, ain't no one surprised I'm in these streetsLet me live my life, throw a party when you leave, leave, leavеHey, Anitta, we're thе divasWith a 401k and a VisaAnd she bonita, I wanna meet herCan you balance work and pleasure like a libra?I'm at Ipanema with a couple bad bitches (Yeah)Tannin' topless and we takin' mad pictures (Uh-huh)Fragile ego, now you gotta gas niggasFaking love, I need somethin' that's realerFeel like I'm running out of ways to say (Say)That I ain't feeling any type of way about youKeep getting caught up when your hands on meLike ooh, I (Want it) , I (Got it) , ain't sorry, but I gotAll I'm needin', all I needI'll be leaving, I'll be gone (Gone) , goneDo as I please, oh, baby, it's too easy to let you go (Oh-oh)So (Yeah)I keep faking loveI keep faking love with youI been faking loveI been faking love, it's trueNow we breaking upNow we breaking up, boo-hooBut I been faking loveI been faking love with youI been faking love with youI keep faking love (Yeah, yeah)I keep faking love with you (Yeah, yeah)I been faking love (Ha!)I been faking love, it's true (Oh)Now we breaking up (Breaking up)Now we breaking up, boo-hooBut I been faking loveI been faking love with you"
