id,artista,link,titulo,letra
120,Anitta,https://www.vagalume.com.br/anitta/domino.html,Domino,"I'm feeling sexy and freelike glitter's raining on meyou like a shot of pure goldI think I'm 'bout to explodeI can taste the tension like a cloud of smoke in the airnow I'm breathing like I'm runningcause you're taking me theredon't you knowyou spin me out of controluuh uuh uuh uhwe can do this all nightdamn this love is skin tightbaby come onuuh uuh uuh uuhboomin' like a bass drumsparking' up a rhythmbaby, come on!uuh uuh uuh uhrock my world into the sunlightmake this dream the best I've ever knowndirty dancing in the moonlighttake me down like I'm a dominoevery second is a highlightwhen we touch don't ever let me godirty dancing in the moonlighttake me down like I'm a domino"
121,Anitta,https://www.vagalume.com.br/anitta/downtown-com-j-balvin.html,Downtown (com J Balvin),"(A ella le gusta cuando bajo downtown)En su cuerpo puedo ver la definiciónSe ve que lo trabaja eres motivaciónLe pedí que me ayude con una misiónQue me llene entera de satisfacciónA mí me gusta cuando baja downtownLe pido que se quede ahí enviciao'Me dice: Baby,sueno interesao'Si quieres ven y quédate otro roundA ella le gusta cuando bajo downtownMe pide que me quede ahí envenciao'Le digo: Uh mami,estoy interesao'Si quieres yo me quedo pa'otro roundQue me quede otro roundTanto que me ha rogao'Ya lo tengo asfixiao'Yo te he observao'No aguanta,se adaptaMe dice,No quiero que termines(no)Es un misterio pero no de cine (no de cine)En las noches soy yo la que defineTodo lo que va pasarA mi no me tienes que mandarA mí me gusta cuando baja downtownLe pido que se quede ahí enviciao'Me dice: Baby, sueno interesao'Si quieres ven y quédate otro roundA ella le gusta cuando bajo downtownMe pide que me quede ahí envenciao'Le digo: Uh mami,estoy interesao'Si quieres yo me quedo pa' otro roundOoh, sé que me quieres verBajando por toda tu pielOoh, sé que quieres que me quedeEnredarte en mis piernas es lo que quieresNo se vale el empate, esto es hasta darle jaque mateHasta que uno de los dos se mateSi quieres yo bajo y de una me pongo pal' trabajoSuelta el estrés, baby, yo te relajoSe pone bella, me dice que yaSigue ahí, que la tengo viendo las estrellasSi me acelera, hasta abajo se vaY como ella lo hace, no lo hace cualquieraEn su cuerpo puedo ver la definiciónSe ve que lo trabaja eres motivaciónLe pedí que me ayude con una misiónQue me llene entera de satisfacciónA mí me gusta cuando baja downtownLe pido que se quede allí enviciao'Me dice: Baby, sueno interesao'Si quieres ven y quédate otro roundA mí me gusta cuando baja downtownLe pido que se quede envenciao'Me dice: Baby, sueno interesao'Si quieres ven y quédate otro roundAnitta, J Balvin man, J Balvin man(Leggo')Sky RompiendoRompiendo El BajoFenomenal(Hey, J Balvin, man)"
122,Anitta,https://www.vagalume.com.br/anitta/envolver-com-justin-quiles-remix.html,Envolver (com Justin Quiles) (Remix),"Anitta y Justin Quiles mamiThis is the remixTe vi soltandote y bellaqueandome(oh eh oh eh oh eh)(oh eh oh eh oh eh)Levante la mano si beben y fumanSi la bellaquera sube como espumaSi los sentimientos ahogaste en la lagunaPero Pero Pero…Ey no te voy a envolverSé que lo hacemos y tú vas a volverUn perreito en la paredYo soy un caso que hay que resolverPero no te voy a envolverSé que lo hacemos y tu vas a volverUn perreito pa' bellaquearPegaito a la paredPorque no me las facilitasMami yo soy un bellaco como AnittaEy, dice que sexo no necesitaYo te quito el piquete de señoritaLos phillies rotando dentro de la discoMucho malianteo como en JaliscoTu les das hasta bajo y to' el mundo gritándoteEl gistro el gistroAndo con mi hermana y está bien encendíaTo' los panas quieren darle una partíaEse booty rebotando ella anda lucíaSi te come no te habla al otro díaY no te voy a envolver…Sé que lo hacemos y tú vas a volverUn perreito en la paredYo soy un caso que hay que resolverMami yo me quiero envolver…Si te pones fresca te voy a meterUn perreito pa' bellaquearPegaito a la paredSexo y alcoholLo que pase aquí se va quedarYo sé que no me vas a olvidarSi te hago el amor, si te hago el amorSexo y alcoholLo que pase aquí se va quedarYo sé que no me vas a olvidarSi te hago el amor, si te hago el amorY no te voy a envolver…Si te pones fresca te voy a meterUn perreito en la paredYo soy un caso que hay que resolverPero no te voy a envolverSé que lo hacemos y tú vas a volverUn perreito pa' bellaquearPegaito a la paredBotelleo' y fumeteo'Contigo en un capsuleoPorque siempre que te veoTú me quieres perrearY yo quiero partirteBotelleo' y fumeteo'Contigo en un capsuleoPorque siempre que te veoTú me quieres perrearY yo quiero partirteTe vi soltandote y bellaqueandome(oh eh oh eh oh eh)(oh eh oh eh oh eh)"
123,Anitta,https://www.vagalume.com.br/anitta/essa-mina-e-louca-part-jhama.html,Essa Mina é Louca (Part. Jhama),"Essa mina é loucaQuando eu tô bolado ela quer beijar na bocaSe eu tô com frio ela tira a minha roupaLouca, essa mina é loucaEssa mina é loucaQuando eu tô bolado ela quer beijar na bocaSe eu tô com frio ela tira a minha roupaLouca, essa mina é loucaA gente sabe viverConviver, dando prazerAnoitecer, amanhecerEu e você, eu e vocêE eu gosto delaEla é encantada, ela é minha cinderelaBecos e vielas fazem sua passarelaVagabundo pira com a mina na favelaÉ elaQue te ensina certinFaço tudin, bem devagarinPede gostosin, vem cá meu pretinDesse jeito cê me deixa louquinEssa mina é loucaQuando eu tô bolado ela quer beijar na bocaSe eu tô com frio ela tira a minha roupaLouca, essa mina é loucaEssa mina é loucaQuando eu tô bolado ela quer beijar na bocaSe eu tô com frio ela tira a minha roupaLouca, essa mina é loucaÉ que eu fui eleita a louca perfeitaQue tem a receita que se é feita com confeitoQue é feito com o coraçãoTem tudo o que almeja, não importa o que sejaNa batalha, ela conquistaNada é dado de bandejaEla curte uma bebedeiraE música sertanejaQuando dança e me beija, sinto que ela me deseja maise maisMesmo louca desse jeito, é muito mais do que mereçoMinha vida é ela quem fazA gente sabe viverConviver, dando prazerNo anoitecer, no amanhecerEu e vocêA gente sabe viverConviver, dando prazerNo anoitecer, no amanhecerEu e você, eu e vocêEssa mina é loucaQuando eu tô bolado, ela quer beijar na bocaSe eu tô com frio, ela tira a minha roupaLouca, essa mina é loucaEssa mina é loucaQuando eu tô bolado, ela quer beijar na bocaSe eu tô com frio, ela tira a minha roupaLouca, essa mina é louca"
124,Anitta,https://www.vagalume.com.br/anitta/eu-sou-assim.html,Eu Sou Assim,"Yeah yeah yeahYeah yeah yeahYeah yeah yeahYeah yeah yeahEu sou assim, meio desligadaDesinteressada, se alguém vem me falar de amorEu sou assimTotalmente antenada na minha paradaPorque eu me dou valorEu sou assimNão vou dar um pegaPra você parar de achar que eu sou chataQue eu sou rudeEu sou assimEu sou rebelde, mas eu tenho causaEu sou careta, mas eu tenho atitudeMas ó, gosto de bala com papel""Cê"" sabe do que eu to falandoMas ó, não vem tirar onda comigoQue na minha casa eu mandoEu não sou dessas que vai te ligar de madrugadaPor você chorarEu não espero, faço acontecerÉ só desconfiarEu sou pior do que vocêDeixa rolarDeixa que eu faço do meu jeitoDeixa rolarSe quer fazer então faz direito"
125,Anitta,https://www.vagalume.com.br/anitta/eu-sou-do-tipo.html,Eu Sou do Tipo,"Eu sou do tipoQue adora o perigoQue metade é juízoMas a outra é loucaEu sou do tipoQue faz graça de tudoQue te deixa malucoPra dar beijo na bocaEu sou do tipoQue nunca perde o tempoAproveita o momentoDifícil ir emboraEu sou do tipoQue quando se apaixonaSe segura na broncaPorque é toda mandonaÉ que eu souAquele tipo de meninaQue só de olhar já te dominaProvoca tua imaginaçãoSe você ficar, não tem volta nãoÉ que eu souAquele tipo de meninaQue só de olhar já te dominaProvoca tua imaginaçãoSe você ficar, não tem volta nãoPorque eu sou do tipoQue adora o perigoQue metade é juízoMas a outra é loucaEu sou do tipoQue faz graça de tudoQue te deixa malucoPra dar beijo na bocaEu sou do tipoQue nunca perde o tempoAproveita o momentoDifícil ir emboraEu sou do tipoQue quando se apaixonaSe segura na broncaPorque é toda mandonaÉ que eu souAquele tipo de meninaQue só de olhar já te dominaProvoca tua imaginaçãoSe você ficar, não tem volta nãoÉ que eu souAquele tipo de meninaQue só de olhar já te dominaProvoca tua imaginaçãoSe você ficar, não tem volta nãoPorque eu sou do tipoQue adora o perigoQue metade é juízoMas a outra é louca"
126,Anitta,https://www.vagalume.com.br/anitta/favela-chegou-com-ludmilla.html,Favela Chegou (Com Ludmilla),"Quando solta essa daqui, ninguém fica paradoDesceu da favela pro asfaltoQuando o DJ solta o beat, o baile pega fogoE sai dominando o mundo todoÔÔ, o funk chegouÔÔ, a favela chegouVai jogando pra trás, vai jogando pra trásVai jogando pra trás, vai jogando pra trásVai jogando pra trásJogando o bumbumVai jogando pra trás, vai jogando pra trásVai jogando pra trás, vai jogando pra trásVai jogando pra trásJogando o bumbumEmpina, empina, empinaE joga esse bumbumEmpina, empinaJogando o bumbumEmpina, empina, empinaE joga esse bumbumEmpina pra cimaJogando o bumbumQuando solta essa daqui, ninguém fica paradoDesceu da favela pro asfaltoQuando o DJ solta o beat, o baile pega fogoE sai dominando o mundo todoÔÔ, o funk chegouÔÔ, a favela chegouVai jogando pra trás, vai jogando pra trásVai jogando pra trás, vai jogando pra trásVai jogando pra trásJogando o bumbumVai jogando pra trás, vai jogando pra trásVai jogando pra trás, vai jogando pra trásVai jogando pra trásJogando o bumbumEmpina, empina, empinaE joga esse bumbumEmpina, empinaJogando o bumbumEmpina, empina, empinaE joga esse bumbumEmpina pra cimaJogando o bumbumEmpina, empina, empinaE joga esse bumbumPra cima, empinaJogando o bumbumEmpina, empina, empinaE joga esse bumbumPra cima, AnittaJogando o bumbumEmpina, empina, empinaE joga esse bumbumAnitta, empinaJogando o bumbum"
127,Anitta,https://www.vagalume.com.br/anitta/fica-so-olhando.html,Fica Só Olhando,"Segura, se prepara, vou provocarSe controla e repara, eu rebolarSe comporta que eu encostoMas não vou grudarFaz parte do que eu gostoGosto de atiçarMas não vá pensandoQue eu tô te chamando, nãoEu já to avisando: Fica só olhandoNão jogue ideia pra mimBeijo tu manda pra XuxaSai! Nem pense que posso ser suaNão adianta insistirVá procurar uma ajudaSai, nem pense que posso ser suaNão jogue ideia pra mimBeijo tu manda pra XuxaSai! Nem pense que posso ser suaNão adianta insistirVá procurar uma ajudaSai, nem pense que posso ser suaSegura, se prepara, vou provocarSe controla e repara, eu rebolarSe comporta que eu encostoMas não vou grudarFaz parte do que eu gostoGosto de atiçarMas não vá pensandoQue eu tô te chamando, nãoEu já to avisando: Fica só olhandoNão jogue ideia pra mimBeijo tu manda pra XuxaSai! Nem pense que posso ser suaNão adianta insistirVá procurar uma ajudaSai, nem pense que posso ser suaNão jogue ideia pra mimBeijo tu manda pra XuxaSai! Nem pense que posso ser suaNão adianta insistirVá procurar uma ajudaSai, nem pense que posso ser suaSegura se prepara vou provocar,Vou provocar, vou provocarSegura se prepara vou provocar,Vou provocar"
128,Anitta,https://www.vagalume.com.br/anitta/fica-tudo-bem.html,Fica Tudo Bem,"Se você voltar pra elaTente não se arrependerVai ser difícil amar alguémSem se quererMelhor fazer valer a penaE é bem melhor se conhecerNas coisas do amor convémPagar pra verE fica tudo bemFica fica fica tudo bemFica tudo bemFica fica fica tudo bemEu posso não saber de tudoMelhor as vezes nem saberMas uma coisa eu sei ninguémVai te dizerAmigo, amar alguém a fundoÉ coisa séria de quererCuide de quem te quer e cuideDe vocêQue fica tudo bemFica fica fica tudo bemFica tudo bemFica fica fica tudo bem"
129,Anitta,https://www.vagalume.com.br/anitta/fiz-pra-voce-cover.html,Fiz Pra Você (Cover),"Hoje eu acordei meio pra baixoE sabia que com ela tudo ia melhorarEntão lavei o rosto, e liguei pela manhãA sua voz tão linda fez meu sorriso falarJá te via em todo lugarO seu cheiro doce já corria sobre mimMas quando abri os olhos, você de mim fugiaE eu via que te ter tão longe não é fácil assimEntão... Quando pensar em mimMe estende suas mãosQue eu vou te levar, para um outro lugarOnde a gente tá junto, onde eu possa te verE abraçar pela imaginaçãoPena que eu não posso desfazerO que um dia foi motivo de fazer chorarMas posso te dizer que não foi a intenção,Quanto mais a gente briga, mais me dói o coraçãoTudo aos poucos vai se acertarTorço pelos dias que você virá pra mimE com toda força você vai me segurarSabendo que nunca mais eu vou te deixar fugirAmor... Por que tudo é tão lindoQuando tenho você, pra me acompanharVem viver da minha vida, me beijar com paixãoVocê é o meu mundoE é por isso que eu fiz essa canção"
130,Anitta,https://www.vagalume.com.br/anitta/freak-le-boom-boom.html,Freak Le Boom Boom,"Boom boom, freak le boom boomonly you, you better all, I shake it up, cause awh! lI need a man and my body is for you, oh, yesoh I, I love you baby, all the timeI want you, baby, in my mindI need you, te quiero, je t'aime, ohboom boom, freak le boom boomI remember you in my heartI need you too all the nightright here, all by my sideoh, yesoh it's all right, I love you baby, all the timeI want you, baby, in my mindI need, te quiero, je t'aime, ohboom boom, freak le boom boom:)me gusta"
131,Anitta,https://www.vagalume.com.br/anitta/fuego.html,Fuego,"Don't make me crazyYour bed won't take itDon't start that fuegoI can't fight my DNALocaAlright, thenJust one touchI'ma get a lickCommence and she stopShe go loopyBut tell her I'm in love and I miss herIn my ride back homeTaking a roamLike a film wanna jogShe fallin' in love with the wayHow I do itAnd I must love the wayOh, she just can't leave me aloneCrazy, because she will pick up the phoneShe will call up SimoneAnd I tell her she moanI go naughty zoneThink me a cloneLet me give her the boneNo, she after third roundGive me the crownLet's SeeOhh OhhEncima mío, encima tuyoOhh OhhOn top of me, on top of you, yeahOhh OhhContigo ya no hay cama que aguanteEh, aguante, yeahLa, la, la, laDon't make me crazyLa, la, la, laYour bed won't take itDon't you start that fuegoFuegoI can't fight my DNAPero si me vuelvo locaLocaYou might like thatEhTellign you againPorque yo me pongo loca, locaCada vez que le muerdo la boca, la bocaRapidito se le cae la ropa, ropaY a mí me gusta(Sing girl)Porque yo me pongo loca, locaCada vez que le muerdo la boca, la bocaRapidito se le cae la ropa, ropaY a mí me gusta, ah, ahhOhh OhhEncima mío, encima tuyoOhh OhhOn top of me, on top of you, yeahOhh OhhContigo ya no hay cama que aguanteEh, aguante, yeahLa, la, la, laDon't make me crazyLa, la, la, laYour bed won't take itDon't you start that fuegoFuegoI can't fight my DNAPero si me vuelvo locaLocaYou might like thatEhTellign you againLo da da do da doBaby girl, I'ma make youDon't make me crazyYour bed won't take itDon't start that fuego, hummI can't fight my DNALocaAh, ahh (yeah)"
132,Anitta,https://www.vagalume.com.br/anitta/furiosa.html,Furiosa,Me pongo furiosaCada vez que tu me miraYo prefiero estar solaQue tener tu mala energíaMe siento furiosaNo me quiere de enemigaMe pongo furiosaCada vez que tu me miraMe pongo furiosa furiosa furiosaMe pongo furiosa furiosa furiosaNo me gusta como tú me hablasNo quiero escuchar el tono de tu vozTe conocí cuando no era nadaY ahora piensa que tú sabe más que yoY piensa que tu me conoceDiciendo todo esos rumoresI heard you went behind my backWhy you do me like thatMe pongo furiosaCada vez que tu me miraYo prefiero estar solaQue tener tu mala energíaMe siento furiosaNo me quiere de enemigaMe pongo furiosaCada vez que tu me miraMe pongo furiosa furiosa furiosaMe pongo furiosa furiosa furiosaYou lost another good girl to a bad guyGo ahead and have your way I'mma have mineBet u thought that you could play me oh is that right?Oh is that right?Yo se que tu mientesConmigo no jueguesNo eres inocenteYa yaTu no quieres broncasQue soy peligrosaYo traigo mis tropasYa yaMe pongo furiosaCada vez que tu me miraYo prefiero estar solaQue tener tu mala energíaMe siento furiosaNo me quiere de enemigaMe pongo furiosaCada vez que tu me miraMe pongo furiosa furiosa furiosaMe pongo furiosa furiosa furiosa
133,Anitta,https://www.vagalume.com.br/anitta/get-to-know-me-with-alesso.html,Get to Know Me (With Alesso),"You wanna skip the conversationSayin' you're getting impatientBoy, you must have me mistaken'Cause you gotta make worth my timeI can judge in first impressionsYou'll be wanting my atentionSo if you got the right intentionMaybe I might let you change my mindYou got your foot down on the paddleNow you planning how to make a moveTrying anything to get me next to youI know you wanna get to know meBut I ain't sure if you can handle itCan you read it on my body?I know you wanna taste it on my lipsShow me what you could afford meTell me all about the benefitsYou really wanna get to know meBut I ain't sure if you can handle itKnow you want the lights down low and my clothes offPretty little thing on your arm you can show offIt's gonna take more than a drinkYou should know that, you should know thatYou gonna have to put in more in a minuteTreat me like a queen, show me now that you're in itWill you stick around through the nightIf you get it, if you get it, yeahYou got your foot down on the paddleNow you planning how to make a moveTrying anything to get me next to youI know you wanna get to know meBut I ain't sure if you can handle itCan you read it on my body?I know you wanna taste it on my lipsShow me what you could afford meTell me all about the benefitsYou really wanna get to know meBut I ain't sure if you can handle itI know you wanna know mePut you body on my bodyTrying anything to get me next to youI know you wanna know mePut you body on my bodyTrying anything to get me next to you"
134,Anitta,https://www.vagalume.com.br/anitta/girl-from-rio-feat-dababy-remix.html,Girl from Rio (feat. DaBaby) (Remix),"Like, nah, for real like, you knowI'm infatuated with youI just feel like you a naturalLike you just got something I likeAnd I like what I like, I like it when I like itHot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from Rio (Yeah, yeah, yeah)I'm in love with a girl that's from RioAnd I'm shootin' my shot like a free throwQuick two points, can you keep up with me though?I try not to talk, she in love with my lingo (Let's go)I went took a jet to fly out to Rio to go have some sexThis gold weighin' kilos all over my nеckNeed somebody to take 'em off so I can strеtchI need you there with me, babyI had too much time in my schedule latelyI been grindin' harder like I never made itAll this time invested in my elevation to the topGot all of these haters wishin' I would stopIn love with you, baby, wait, but maybe notLike maybe I'm faithful, maybe I'm a thotI'm in love with a girl that's from RioOh woahI got it, I got it, I got it, I got itIt runs in my blood, oh (Hey)I love it, I love it, I love it, I love itYou already know, ohA dime, a dozenI'm lucky, I'm lucky, I'm luckyI know, ohIt's my love affair, yeah (Vai, vai, vai; go!)Hot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from RioVai malandra, gringo canta, todo mundo canta (Hey)Hot girls, where I'm from, we don't look like models (Hey)Tan lines, big curves and the energy glows (Hey)You'll be falling in love with the girl from Rio (Hey)Vai malandra, gringo canta, todo mundo cantaHonório Gurgel forever (Sou eu)Babies havin' babies like it doesn't matter (Ah, é)Yeah the streets have raised me, I'm favela (Demais)Baby, it's my love affair, it's my love affair, yeah (Hey, hey)I just had to leave another lover (Mais um?)Guess he couldn't handle my persona (Não fala!)'Cause I'm cold like winter, hot like summer (Yeah)Baby, it's my love affair, it's my love affair, yeah (Yeah, yeah)Oh woahI got it, I got it, I got it, I got itIt runs in my blood, oh (Hey)I love it, I love it, I love it, I love itYou already know, ohA dime, a dozenI'm lucky, I'm lucky, I'm lucky (Woo!)I know, ohIt's my love affair, yeah (Um, dois, três, vai! go!)Hot girls, where I'm from, we don't look like models (Hey, hey)Tan lines, big curves and the energy glows (Hey)You'll be falling in love with the girl from Rio (Hey)Vai malandra, gringo canta, todo mundo canta (Hey)Hot girls, where I'm from, we don't look like models (Hey, hey)Tan lines, big curves and the energy glows (Hey)You'll be falling in love with the girl from Rio (Hey)Vai malandra, gringo canta, todo mundo canta (Hey)Hot girls, where I'm from, we don't look like models (Hey, hey)Tan lines, big curves and the energy glows (Hey)You'll be falling in love with the girl from Rio (Hey)Vai malandra, gringo canta, todo mundo canta (Hey)Hot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from Rio"
135,Anitta,https://www.vagalume.com.br/anitta/girl-from-rio-feat-dababy-troyboi-remix.html,Girl From Rio (Feat. DaBaby) (TroyBoi Remix),"Let me tell you about a different RioThe one I'm frombut not the one that you knowThe one you meet when you don't have no RealBaby It's my love affairIt's my love affair yeahJust found out I have another brotherSame daddy but a different motherThis was something that I always wantedBaby it's a love affairIt's a love affair yeahOh woahI got itI got itI got itI got itIt runs in my blood ohlove itI love itI love itI love itYou already knowA dime a dozenI'm luckyI'm luckyI'm luckyI knowIt's my love affairHot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from Rio(Vai malandra gringo canta, todo mundo canta)Hot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from RioI'm in love with a girl that's from RioAnd I'm shootin' my shot like a free throwQuick two points, can you keep up with me though?I try not to talk, she in love with my lingo (Let's go)I went took a jet to fly out to Rio to go have some sexThis gold weighin' kilos all over my nеckNeed somebody to take 'em off so I can strеtchI need you there with me, babyI had too much time in my schedule latelyI been grindin' harder like I never made itAll this time invested in my elevation to the topGot all of these haters wishin' I would stopIn love with you, baby, wait, but maybe notLike maybe I'm faithful, maybe I'm a thotI'm in love with a girl that's from RioHonório Gurgel forever (sou eu)Babies having babies like it doesn't matter (ah é)Yea the streets have raised me I'm Favela (demais)Baby It's my love affairIt's my love affair yeahI just had to leave another lover (mais um?)Cus he couldn't handle my persona (não fala?)Cus I'm cold like winter hot like summer (yeah)Baby it's my love affairIt's my love affairOh woahI got itI got itI got itI got itIt runs in my blood ohlove itI love itI love itI love itYou already knowA dime a dozenI'm luckyI'm luckyI'm luckyI knowIt's my love affairHot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from Rio(Vai malandra gringo canta, todo mundo canta)Hot girls, where I'm from, we don't look like modelsTan lines, big curves and the energy glowsYou'll be falling in love with the girl from Rio""I Ilike it when I like it... ""(Vai malandra gringo canta, todo mundo canta)"
136,Anitta,https://www.vagalume.com.br/anitta/girl-from-rio-vma-2021-special-performance.html,Girl From Rio (VMA 2021 Special Performance),"Hot girls where I'm fromWe don't look like modelsTan lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio (yeah yeah yeah)Let me tell you about a different RioThe one I'm frombut not the one that you knowThe one you meet when you don't have no RealBaby It's my love affairIt's my love affair yeahJust found out I have another brotherSame daddy but a different motherThis was something that I always wantedBaby it's a love affairIt's a love affair yeahOh woahI got itI got itI got itI got itIt runs in my blood ohI love itI love itI love itI love itYou already knowA dime a dozenI'm luckyI'm luckyI'm luckyI knowIt's my love affairHot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio(Vai malandra gringo canta todo mundo canta)Hot girls where I'm fromWe don't look like modelsTanned lines, big curvesAnd the energy glowsYou'll be falling in loveWith the girl from Rio(Vai malandra gringo canta todo mundo canta)"
137,Anitta,https://www.vagalume.com.br/anitta/goals.html,Goals,"Shine the rest of the stars are watchingYou're awesome you're unique for all timeWind your body from the bottomTo your crown you're a queen you're divineThat's my goalsDon't be bitterHunnie here we areIn the mirrorYes you just hung upInsecurity is doing its jobYou are specialBaby you're a one offTime to start loving youShawty loving youLoving you shawty loving youLoving you shawty loving youLoving you shawty loving youShine the rest of the stars are watchingYou're awesome you're unique for all timeWind your body from the bottomTo your crown you're a queen you're divineThat's my goalsIt's temporaryThat's just how it goes (how it goes)What I hated, now I love the most (I love the most)Mother told me don't let nothing stop meCause ain't no copiesBaby you're a one-offTime to start loving youShawty loving youLoving you shawty loving youLoving you shawty loving youLoving you shawty loving youShine the rest of the stars are watchingYou're awesome you're unique for all timeWind your body from the bottomTo your crown you're a queen you're divineThat's my goalsYes you got a right to complain it's trueBut look what you're gaining moveThis message is saving youYou are in his graces tooThe world's entertaining youCause they see the day in youForget who was playing youCause they die in their game tooShine the rest of the stars are watchingYou're awesome you're unique for all time (time) , (time)Wind your body from the bottomTo your crown you're a queen you're divineThat's my goals"
138,Anitta,https://www.vagalume.com.br/anitta/gosto-assim-part-dubeat.html,Gosto Assim (Part. Dubeat),"AnittaHey, olhá láCê parou para me chamarVeio me cumprimentar, okSem maria gasolinaSou de outra adrenalinaMas tô pronta para falarChegueiDubeatCamarote cheioElas só querem dinheiroTem poder no bolsoAnel de ouro no dedoQuerem ver aonde vouE com quem tôPra dizer 'ó quem chegou'Aonde passa, para o baile inteiroCalmo ao observar o salãoEla dança como um vulcãoNa Batida mostra quem mandaNo seu talento tira meu chãoCê sabe que eu tenho maisNo seu cobertor te mostroQue o que eu tenho te fazMe querer para ser seu homemAnittaTipo mestre patrãoElas querem um patrocínioMeu estilo é mais largadãoEu só pego pro meu domínioSalto alto só na pressãoEu tô pronta pro extermínioNão preciso seguir padrãoEu te trago pro meu caminho eDubeatVocê é perfeita demaisSó por Deus, cê vem de onde?Eu te notei dali de trástá sozinha ou com o seu bonde?Me diz onde a gente vaiQue hoje eu te quero para mimDesse jeitinho que cê fazPor favor não dança assimMeu bemAnittaChega bem devagarinEu gosto quandoChega perto de mansinEu não falo que eu possoÉ que eu realmente possoDo meu jeitoPorquê eu gosto assimDubeatTrabalhada, ela é formosaCaprichada, ela é gostosaTão cheirosaSeu cheiro me faz tão bemDe vestido, perigosaDando show, é poderosaDeixa as mina em choqueNão tem pra ninguémAnittaChega bem devagarinEu gosto quandoChega perto de mansinDe ostentação não gostoNão preciso, eu sei que possoEu te ganho do meu jeito assimDubeatCamarote cheioElas só querem dinheiroTem poder no bolsoAnel de ouro no dedoQuerem ver aonde vouE com quem tôPra dizer 'ó quem chegou'Aonde passa, para o baile inteiroLinda, chicPaparazzi piraNa balada brilha tipo fashion weekFlashs, clcksQueen dos hitsAntes que eu me esqueçaPrazer, DubeatSeu ritmo é tão perfeitoCom os breque imponho respeitoQuero ter você só para mimVoando de Sampa ao Rio de JaneiroAnittaChega bem devagarinEu gosto quandoChega perto de mansinEu não falo que eu possoÉ que eu realmente possoDo meu jeitoPorquê eu gosto assimDubeatCamarote cheioElas só querem dinheiroTem poder no bolsoAnel de ouro no dedoQuerem ver aonde vouE com quem tôPra dizer 'ó quem chegou'Aonde passa, para o baile inteiro"
139,Anitta,https://www.vagalume.com.br/anitta/i-kissed-girl-california-gurls.html,I Kissed Girl / California Gurls,"This was never the way I plannednot my intentionI got so brave, drink in handlost my discretionit's not what, I'm used tojust wanna try you onI'm curious for youcaught my attentionI kissed a girl and I liked itthe taste of her cherry chapstickI kissed a girl just to try itI hope my boyfriend don't mind itit felt so wrongit felt so rightdon't mean I'm in love tonightI kissed a girl and I liked itI liked itno, I don't even know your nameit doesn't matteryour my experimental gamejust human natureit's not what good girls donot how they should behavemy head gets so confusedhard to obeyI kissed a girl and I liked itthe taste of her cherry chapstickI kissed a girl just to try itI hope my boyfriend don't mind itit felt so wrongit felt so rightdon't mean I'm in love tonightI kissed a girl and I liked itI liked itI know a placewhere the grass is really greenerwarm, wet and wildthere must be something in the watersippin' gin and juicelaying underneath the palm trees, undonethe boys, break their neckstrying to creep a little sneak peek, at usyou could travel the worldbut nothing comes closeto the golden coastonce you party with usyou'll be falling in loveoh oh oh ohcalifornia gurlswe're unforgettabledaisy dukes, bikinis on topsun-kissed skin, so hotwe'll melt your popsicleoh oh oh ohcalifornia gurlswe're undeniablefine, fresh, fiercewe got it on lockwest coast representnow put your hands upoh oh oh oh"
